Orden,DNI,Apellido_Paterno,Apellido_Materno,Nombres,Edad,Direccion,Celular,Correo,Ingreso_Anual,Genero,Estado_Civil,Nivel_Educativo,Ocupacion,Fecha_Nacimiento,Nacionalidad,Provincia,Distrito,Centro_Medico,Tipo_Seguro,Fecha_Registro,Historial_Medico,Medicamentos_Recetados,Citas_Anuales,Peso,Altura,IMC,Presion_Arterial,Frecuencia_Cardiaca,Frecuencia_Respiratoria,Temperatura,Grupo_Sanguineo,Factor_RH,Alergias,Cirugias,Vacunas_Al_Dia,Pruebas_Laboratorio,Ultima_Visita,Dias_Hospitalizacion,Horas_Ejercicio_Semanal,Consumo_Alcohol,Tabaquismo,Dieta_Saludable,Nivel_Estres,Nivel_Satisfaccion,Costo_Citas_Anuales,Costo_Tratamiento,Costo_Medicamentos,Satisfaccion_Servicio
377,69832291,Davis,James,Joshua,47,"5785 Wallace Harbors Apt. 463
New Mary, CA 37957",+51 960372847,wilsonjoshua@example.net,46524,Masculino,Soltero,Universitario,Technical sales engineer,1946-04-20,Burkina Faso,Virginia,Karenmouth,Centro Médico Familiar,Mixto,2024-03-17,Hipertensión,4,7,91.2,1.63,22.3,120/82,82,19,36.1,AB,+,Medicamentos,1,No,10,2024-10-21,3,8,Ocasional,No,No,2,7,548,5130,2486,3
378,62511150,Webster,Mitchell,Jesse,33,"316 Kristin Harbor
Ronaldfort, WY 87422",+51 963238057,jamessims@example.com,33971,Femenino,Soltero,Universitario,Early years teacher,2004-11-27,Panama,Colorado,Port Brian,Hospital Central,Público,2020-12-01,Diabetes,3,4,86.0,1.87,33.7,113/86,76,12,37.5,A,-,Polen,2,Sí,8,2024-02-22,4,4,Frecuente,Sí,Sí,2,1,1000,1050,2056,3
379,70065229,Diaz,French,John,73,"34540 Stacey River Suite 866
Keithchester, CT 30513",+51 936619372,rgriffin@example.net,15918,Masculino,Divorciado,Universitario,"Conservation officer, nature",1959-11-23,Dominican Republic,Idaho,Anthonyshire,Clínica Salud,Mixto,2022-05-29,Cardiopatía,1,2,69.7,1.8,38.0,109/60,82,18,38.4,A,-,Ninguna,1,No,7,2024-03-01,4,5,Ocasional,No,No,5,8,1887,8099,1776,1
380,88565713,Reynolds,Vaughn,Timothy,77,"2787 Micheal Terrace Apt. 546
New Michael, NV 35208",+51 920200074,cmassey@example.org,35858,Femenino,Soltero,Universitario,"Conservation officer, historic buildings",1982-02-08,Canada,Maryland,Martinezville,Clínica Salud,Mixto,2023-09-15,Hipertensión,3,3,97.0,1.96,35.6,131/90,70,12,37.0,B,-,Ninguna,3,Sí,2,2024-07-31,15,8,Frecuente,Sí,No,8,7,1204,8595,1870,2
381,83408413,Decker,Hughes,Angela,22,"184 Ann Bypass
Bryanberg, AL 49502",+51 989470029,karen69@example.com,10912,Masculino,Viudo,Secundaria,"Surveyor, hydrographic",1996-08-23,Latvia,Michigan,West Jeffreyborough,Centro Médico Familiar,Privado,2024-11-27,Diabetes,3,3,78.6,1.87,22.0,128/61,71,17,37.9,B,+,Ninguna,1,Sí,8,2024-02-14,13,7,Ocasional,Sí,Sí,2,8,420,3598,1811,4
382,80530990,Klein,Walker,Katherine,46,"426 Russell Cape Suite 478
Rileymouth, AL 24437",+51 994187049,stevenboyd@example.com,27331,Masculino,Divorciado,Primaria,Production manager,1982-07-23,Finland,Texas,East Bridgetton,Hospital Central,Privado,2022-05-20,Cardiopatía,2,5,76.8,1.83,21.0,137/81,92,18,37.9,B,+,Alimentos,2,No,6,2024-02-04,8,1,Ninguno,Sí,Sí,7,7,747,2006,3008,2
383,42661340,Foster,Martin,Megan,69,"6159 Cunningham Tunnel
Merrittburgh, MH 14537",+51 942594692,thomasdanielle@example.com,45164,Femenino,Casado,Primaria,Sales promotion account executive,2005-06-29,Greenland,Pennsylvania,South Thomasside,Centro Médico Familiar,Público,2020-01-10,Ninguno,4,2,82.1,1.68,39.9,93/82,62,18,38.8,A,+,Ninguna,2,Sí,6,2024-03-12,11,10,Frecuente,No,No,6,2,1415,1976,1691,3
384,83003196,Hines,Hogan,Erica,73,"217 Jeremy Rapids
Sancheztown, NH 43366",+51 923676961,delacruzapril@example.org,18099,Masculino,Casado,Secundaria,"Programmer, multimedia",1995-05-21,Hungary,Maryland,Woodsmouth,Clínica Salud,Privado,2022-08-24,Diabetes,5,8,85.2,1.59,30.9,140/81,64,16,37.2,AB,-,Polen,0,Sí,0,2024-06-05,14,4,Ocasional,No,No,7,7,796,8516,4410,1
385,86796539,Murray,Nash,Tammy,72,"09091 Lacey Ville Apt. 806
Valenzuelastad, NY 51660",+51 950477742,stacy67@example.org,39804,Masculino,Divorciado,Técnico,Printmaker,1989-09-12,Peru,Arizona,Port Kristine,Clínica Salud,Público,2024-02-02,Hipertensión,5,10,51.9,1.89,28.0,105/68,81,13,37.3,A,+,Ninguna,2,Sí,4,2024-11-26,7,9,Frecuente,Sí,Sí,1,5,1460,9589,2211,4
386,42701729,Williams,Logan,Patricia,53,"37954 Cook Unions
Bennettville, NV 32415",+51 990585882,crystal51@example.org,34155,Femenino,Viudo,Primaria,Lexicographer,1998-06-26,Cook Islands,New Jersey,New Donnastad,Hospital Central,Mixto,2020-08-28,Ninguno,4,8,55.5,1.62,26.4,125/72,87,20,36.7,A,+,Ninguna,3,No,1,2024-03-10,14,3,Frecuente,No,No,10,6,1913,5736,4909,4
387,13852911,Morgan,Robinson,John,24,"138 Brian Pass
Annatown, CA 76866",+51 926247735,robbinsjeremiah@example.org,27181,Femenino,Divorciado,Técnico,Software engineer,1977-03-28,United States Virgin Islands,Kansas,Sydneychester,Hospital Central,Público,2022-11-17,Hipertensión,0,5,72.8,1.59,22.9,109/80,67,19,36.3,A,+,Alimentos,1,Sí,6,2024-07-16,1,9,Ocasional,Sí,No,5,4,1277,4339,2681,5
388,42952020,Davis,Harrison,Jessica,21,"117 Duffy Burg
West Erica, GU 53156",+51 985958181,colebrett@example.org,48309,Masculino,Divorciado,Secundaria,Geoscientist,1956-09-06,Israel,Iowa,South Stacy,Clínica Salud,Mixto,2023-10-22,Cardiopatía,3,10,93.9,1.76,33.7,134/71,99,19,37.0,AB,+,Ninguna,3,Sí,4,2024-06-24,2,10,Ocasional,No,Sí,6,5,346,7773,1100,1
389,54818087,Cannon,Strickland,Gregory,59,"0256 Helen Field
Lisafort, VI 43335",+51 915512205,berryrandy@example.com,34970,Femenino,Divorciado,Técnico,"Designer, blown glass/stained glass",1961-09-22,Cameroon,Tennessee,South Michelle,Clínica Salud,Público,2020-08-28,Diabetes,1,8,93.9,1.52,32.8,133/63,74,17,36.0,AB,-,Polen,3,No,10,2024-08-22,10,2,Ninguno,Sí,Sí,7,6,1903,2809,3333,2
390,89381855,Macdonald,Cooper,Michael,52,"18024 Estrada Avenue Apt. 707
Harrisview, WY 85413",+51 956600900,dyerkristen@example.com,34344,Femenino,Divorciado,Secundaria,Manufacturing engineer,1983-10-30,Uruguay,Pennsylvania,Odonnellside,Centro Médico Familiar,Privado,2023-01-05,Ninguno,2,4,62.3,1.99,39.5,124/87,67,20,38.0,B,+,Alimentos,0,No,4,2024-02-17,11,5,Ocasional,No,No,6,5,1454,5705,1917,4
391,15731205,Rojas,Cross,Paul,71,"8281 Powell Ville Suite 042
Ericmouth, DC 86947",+51 981503856,hchen@example.net,17100,Masculino,Soltero,Universitario,Airline pilot,2003-04-28,Turkey,Iowa,Kaylaside,Centro Médico Familiar,Mixto,2023-04-22,Ninguno,3,6,76.9,1.98,21.7,105/87,95,12,36.0,O,-,Medicamentos,1,No,8,2024-03-05,1,2,Ocasional,Sí,No,4,8,782,3305,1258,4
392,66353322,Olson,Frederick,Ashley,18,"37425 Susan Crest
Ortizside, SD 36146",+51 967495923,felicia69@example.net,25323,Masculino,Casado,Universitario,Naval architect,1964-01-19,Syrian Arab Republic,Montana,West Ryan,Centro Médico Familiar,Privado,2022-05-03,Ninguno,1,1,99.2,1.8,28.1,118/72,74,15,36.6,A,+,Polen,3,No,5,2024-07-01,4,3,Ocasional,Sí,No,5,3,483,5643,937,5
393,55732930,Mccarthy,Peterson,Martin,80,"8883 Eric Way
Lake Hayley, NH 27033",+51 998787891,breynolds@example.org,40898,Masculino,Viudo,Primaria,Soil scientist,1945-01-23,Bulgaria,California,Doyleborough,Hospital Central,Privado,2020-12-19,Cardiopatía,0,3,52.0,1.91,39.5,90/89,91,12,36.7,B,+,Polen,2,Sí,9,2024-11-27,3,6,Frecuente,Sí,No,7,3,333,5576,837,2
394,38088682,Lambert,Price,Jeffrey,23,"279 Bentley Prairie Apt. 272
South Lorettafort, WA 67909",+51 959737181,flopez@example.org,11640,Femenino,Soltero,Primaria,Best boy,1950-12-30,New Caledonia,South Carolina,Port Amandafort,Hospital Central,Público,2020-05-08,Diabetes,2,1,69.4,1.92,30.0,115/89,76,16,38.0,AB,+,Polen,2,No,5,2024-02-13,12,2,Ocasional,No,Sí,10,4,1146,3900,874,2
395,26217384,Walton,Robertson,Mary,77,"103 Preston Gardens Apt. 731
Smithtown, NM 69368",+51 919255216,lewisjohn@example.org,46792,Masculino,Casado,Técnico,Claims inspector/assessor,1980-04-20,New Zealand,New Jersey,Trevinoberg,Clínica Salud,Mixto,2022-01-15,Diabetes,4,9,88.3,1.88,21.1,106/69,81,18,36.8,A,+,Medicamentos,3,Sí,9,2024-01-29,2,2,Frecuente,Sí,No,10,10,1441,7982,3825,1
396,36791124,Cole,Hunter,Christopher,66,"23963 Frederick Springs Suite 182
South Diana, WY 72567",+51 977908907,brandon82@example.org,31496,Femenino,Divorciado,Técnico,Agricultural engineer,1979-10-11,Grenada,Arizona,North Sharon,Hospital Central,Mixto,2020-08-03,Cardiopatía,4,1,98.1,1.71,19.0,95/89,82,20,37.9,AB,+,Polen,2,No,10,2024-02-08,10,9,Ninguno,Sí,Sí,8,9,1945,1225,4410,1
397,72354396,Fields,Smith,Ruth,72,"768 Morrison Village Suite 030
Laurenbury, SC 54815",+51 996911784,laurenbarrett@example.org,49982,Masculino,Casado,Primaria,Environmental health practitioner,1960-06-24,Anguilla,Arizona,Helenborough,Hospital Central,Público,2020-11-23,Hipertensión,3,3,59.5,1.69,38.5,138/67,62,19,36.1,O,-,Polen,3,Sí,2,2024-11-23,9,10,Frecuente,No,No,10,10,732,8753,3921,2
398,65074015,Moran,Mahoney,Sandra,33,"PSC 8257, Box 2295
APO AE 39677",+51 955799273,nathaniel12@example.net,24507,Masculino,Casado,Universitario,Osteopath,2000-12-26,Nepal,South Carolina,Tammybury,Hospital Central,Privado,2020-03-21,Ninguno,2,2,72.0,1.83,35.0,109/66,95,17,38.7,B,-,Alimentos,3,No,2,2024-11-17,13,2,Ocasional,Sí,Sí,10,9,522,9676,1113,1
399,82882773,Obrien,Collins,Michelle,28,"9868 Jones Summit
West Alan, NV 13837",+51 911698142,jeffery81@example.com,14142,Masculino,Soltero,Secundaria,"Psychologist, forensic",1986-12-07,Mayotte,New Hampshire,South Ashley,Hospital Central,Mixto,2024-06-01,Hipertensión,1,5,94.2,1.86,38.9,100/89,77,12,37.2,O,+,Medicamentos,3,Sí,4,2024-05-29,12,5,Frecuente,Sí,Sí,1,4,1517,2069,4559,4
400,11742193,Kelley,Richardson,Jessica,44,"19756 Nicholas Junctions
West Jimmy, VT 42749",+51 966379329,nathanwelch@example.com,40426,Masculino,Soltero,Universitario,"Programmer, applications",2006-02-01,Myanmar,Hawaii,Port Lawrenceton,Hospital Central,Mixto,2023-08-20,Cardiopatía,0,5,88.7,1.58,38.4,118/80,69,18,38.3,AB,-,Ninguna,3,No,8,2024-09-23,0,8,Ocasional,No,No,8,1,1789,8445,495,5
401,22926729,Davis,Warren,Stanley,49,"8524 Frank Flats Suite 765
New Jacobbury, IL 89977",+51 975793759,colonnicholas@example.com,29804,Femenino,Viudo,Primaria,Marketing executive,1987-09-12,Serbia,Kansas,East Ashleyport,Hospital Central,Privado,2024-10-23,Hipertensión,5,3,64.3,1.79,21.9,110/88,92,15,37.5,AB,-,Medicamentos,3,No,10,2024-02-13,5,7,Ninguno,Sí,No,1,7,1633,6699,1727,5
402,23923404,Brooks,Martinez,Gregory,48,"31220 Petty Corners Apt. 374
South Karen, AZ 80646",+51 924165187,brownscott@example.net,36758,Femenino,Divorciado,Secundaria,Production manager,1961-06-14,Bulgaria,Iowa,Scottborough,Hospital Central,Privado,2022-12-18,Hipertensión,5,8,58.3,1.92,39.4,139/80,98,17,39.0,B,+,Ninguna,0,Sí,3,2024-02-22,8,10,Ocasional,Sí,No,8,6,1254,5967,2075,2
403,16718959,Estrada,Evans,Michelle,31,"709 Owens Valleys Suite 063
Riosmouth, KS 97105",+51 968186525,yburton@example.net,17646,Femenino,Divorciado,Técnico,"Sales professional, IT",2001-10-11,Guyana,Louisiana,New Larry,Hospital Central,Privado,2024-07-20,Cardiopatía,0,1,64.7,1.53,30.2,116/85,66,13,38.1,A,-,Polen,0,Sí,9,2024-09-12,2,9,Ocasional,Sí,Sí,6,1,396,4675,4960,1
404,27630775,Vargas,Moore,Michael,73,"58587 Michelle Harbor Suite 710
East Jasonburgh, PR 34910",+51 958612055,cindyfranklin@example.com,19160,Femenino,Divorciado,Primaria,Advertising account planner,2005-06-23,Chad,Minnesota,Port Susanchester,Clínica Salud,Privado,2024-06-12,Ninguno,4,4,96.0,1.63,29.4,92/68,63,12,38.4,A,+,Ninguna,3,No,5,2024-09-13,13,6,Frecuente,No,Sí,6,4,1216,8362,848,2
405,21619889,Cruz,Olsen,Louis,43,"128 Wiggins Lake
Deanside, IA 67851",+51 995306788,traci01@example.com,12971,Femenino,Casado,Universitario,Forensic scientist,1992-08-19,Mali,Wisconsin,Port Samanthaborough,Clínica Salud,Privado,2020-07-31,Hipertensión,4,2,84.5,1.91,32.4,95/86,88,15,38.8,B,-,Ninguna,0,No,8,2024-01-27,3,4,Ninguno,Sí,No,1,2,1442,4291,1721,3
406,23377432,Flores,Rodriguez,Charles,75,"7108 Kimberly Plain Suite 389
Kevinfort, FL 02488",+51 971705170,hhart@example.net,12438,Masculino,Casado,Técnico,"Scientist, physiological",1968-01-26,Jamaica,Idaho,Steeleshire,Centro Médico Familiar,Privado,2023-06-06,Diabetes,0,3,95.2,1.53,24.9,139/90,89,18,37.7,A,+,Ninguna,1,No,9,2024-05-19,6,3,Frecuente,Sí,Sí,5,3,658,5515,4135,5
407,32862188,Lewis,Carroll,Jackson,21,"623 William Brook
Brettburgh, KS 01388",+51 930534124,brian68@example.com,29946,Masculino,Divorciado,Técnico,"Surveyor, building",1952-01-02,Congo,West Virginia,North Max,Centro Médico Familiar,Privado,2023-08-11,Hipertensión,4,1,73.2,1.73,37.8,121/75,67,13,36.8,B,+,Alimentos,2,Sí,4,2024-07-11,8,4,Ninguno,No,No,8,2,1611,8812,1875,4
408,65534873,Price,Santiago,Zachary,28,"996 Jason Well
West Heathermouth, FL 81063",+51 968450095,gmiller@example.org,42284,Femenino,Viudo,Primaria,Systems developer,1948-10-05,Yemen,Washington,Michelleview,Centro Médico Familiar,Público,2024-04-12,Hipertensión,0,8,82.3,1.74,39.3,137/73,66,15,36.3,B,+,Ninguna,1,No,7,2024-10-07,9,7,Ninguno,Sí,No,7,10,781,7399,1203,2
409,90122798,Tyler,Boone,Maria,42,"01937 Smith Isle
Port Christina, IN 97681",+51 933640702,rileybrandy@example.net,17610,Femenino,Casado,Universitario,"Surveyor, insurance",2001-08-25,Sierra Leone,Nevada,East Robert,Hospital Central,Privado,2020-05-11,Diabetes,3,4,54.5,1.74,34.7,111/82,99,15,37.0,AB,+,Ninguna,2,Sí,7,2024-05-25,7,4,Ninguno,Sí,Sí,9,9,265,5417,3417,5
410,15782740,Nguyen,Thompson,Juan,18,"19398 Taylor Road
Lake Cynthia, NE 12586",+51 980027662,cvaughan@example.net,16369,Masculino,Viudo,Primaria,Building surveyor,1964-04-13,Guam,Illinois,Lindseyhaven,Centro Médico Familiar,Público,2024-10-04,Ninguno,5,6,75.0,1.97,39.9,117/88,99,14,37.9,B,-,Polen,1,No,3,2024-05-02,1,5,Ocasional,No,No,2,1,1005,3628,2746,5
411,83646503,Baker,Anderson,Juan,42,"6210 Taylor Valleys Apt. 316
Wonghaven, WY 47231",+51 997302916,colleen11@example.com,25387,Femenino,Casado,Secundaria,Automotive engineer,1953-02-03,Uzbekistan,Connecticut,North Shannon,Centro Médico Familiar,Mixto,2020-05-02,Diabetes,1,7,59.0,1.96,32.8,96/86,66,17,37.2,B,-,Medicamentos,2,No,5,2024-03-12,11,2,Ninguno,Sí,Sí,7,5,1945,8870,1949,3
412,54130739,Terry,Maxwell,Chad,34,"02098 Williams Terrace
West Sarahshire, HI 02780",+51 946249845,ashleymaddox@example.net,45228,Femenino,Soltero,Secundaria,Farm manager,1969-04-20,Bermuda,Texas,South Lawrence,Clínica Salud,Privado,2021-05-16,Ninguno,5,5,79.3,1.62,35.7,100/82,95,16,38.8,B,+,Medicamentos,0,Sí,2,2024-05-15,15,4,Ninguno,No,No,10,2,893,4613,421,4
413,91472037,Gregory,Jones,Ryan,77,"13197 Kara Square
New Hannah, WI 73857",+51 992666356,caseyford@example.com,18890,Masculino,Soltero,Técnico,Gaffer,1945-09-24,Jamaica,Louisiana,Newtonside,Hospital Central,Público,2020-05-13,Cardiopatía,2,8,94.7,1.84,34.2,106/76,62,13,38.3,AB,-,Polen,3,No,2,2024-09-11,6,5,Frecuente,Sí,No,10,9,1561,8178,3431,5
414,92154937,Fields,Logan,Carolyn,68,"442 Leslie Pines
Walkermouth, MA 75609",+51 982232344,andersonadriana@example.org,35470,Femenino,Divorciado,Universitario,"Engineer, agricultural",1968-05-29,Turkmenistan,Kentucky,Larsonhaven,Hospital Central,Público,2020-06-07,Cardiopatía,3,6,77.3,1.7,38.3,94/71,92,13,36.4,AB,+,Ninguna,1,No,8,2024-07-03,13,5,Frecuente,No,No,6,5,533,3187,384,4
415,67241093,Grant,Yang,Mark,68,"79068 Miles Coves
East Michael, NM 19697",+51 974893936,rittersarah@example.net,39729,Femenino,Soltero,Secundaria,Quality manager,1978-08-29,Macao,Connecticut,New Karen,Hospital Central,Público,2020-08-16,Hipertensión,2,8,69.7,1.63,25.8,116/79,66,12,36.5,B,-,Ninguna,3,Sí,7,2024-07-12,8,5,Ocasional,No,Sí,8,8,1623,1280,729,2
416,72576528,Suarez,Torres,Kayla,47,"76818 Porter Stream Apt. 357
West Brooke, CT 55657",+51 972394301,claytondaniel@example.net,34314,Femenino,Casado,Secundaria,"Education officer, environmental",1964-02-12,Djibouti,Nevada,Jasonburgh,Hospital Central,Mixto,2021-08-31,Hipertensión,0,1,66.2,1.77,20.9,136/86,70,19,38.3,O,+,Alimentos,0,Sí,0,2024-03-04,5,7,Ninguno,Sí,Sí,1,3,1168,4840,787,4
417,83290253,Meza,Butler,Jo,36,"03931 Rebekah Bypass
Ericmouth, AS 77728",+51 968461818,broach@example.org,45402,Femenino,Casado,Secundaria,"Psychologist, counselling",1949-08-12,Tanzania,South Dakota,New Malloryport,Centro Médico Familiar,Público,2021-09-01,Cardiopatía,1,6,51.2,1.72,28.8,125/83,100,18,38.1,A,+,Medicamentos,3,Sí,5,2024-02-07,8,4,Ocasional,Sí,No,7,5,1859,8961,4236,2
418,25662807,Hunter,Smith,Jasmine,45,"64132 Stephanie Bridge Apt. 514
Patriciahaven, TX 21198",+51 989520597,fsalas@example.com,37467,Femenino,Soltero,Secundaria,Chartered legal executive (England and Wales),1948-01-31,Andorra,Hawaii,Collinsside,Clínica Salud,Mixto,2022-06-03,Diabetes,3,2,72.7,1.64,19.4,110/74,67,12,38.9,AB,+,Polen,3,No,6,2024-09-30,1,6,Ocasional,Sí,No,1,3,1126,7300,4168,5
419,55150739,Bradley,Ward,Rhonda,62,"USNS Rice
FPO AE 05476",+51 946023439,okeller@example.net,48491,Femenino,Soltero,Primaria,Careers adviser,1967-10-22,Malta,Florida,Emilymouth,Hospital Central,Privado,2024-03-29,Cardiopatía,5,3,94.8,1.9,33.1,134/60,73,17,38.0,AB,+,Alimentos,0,Sí,2,2024-07-29,12,9,Ocasional,Sí,No,8,7,934,4586,2782,2
420,10372115,Watson,Jenkins,Benjamin,79,"19986 Mitchell Junctions
Jamesland, WI 22719",+51 953258988,vnorton@example.net,20126,Masculino,Soltero,Técnico,Sports coach,1976-06-04,North Macedonia,Vermont,Colleenberg,Hospital Central,Mixto,2024-01-10,Ninguno,4,1,94.8,1.69,21.0,138/61,83,16,36.2,O,-,Ninguna,0,No,2,2024-11-14,5,6,Ocasional,No,Sí,2,5,1242,9350,3289,1
421,15373350,Garcia,Smith,Sheri,64,"93535 Roach Islands Suite 505
New Nathan, NV 29573",+51 942949803,ramirezmichael@example.net,37189,Femenino,Divorciado,Técnico,"Designer, fashion/clothing",1964-07-22,Barbados,Oklahoma,South Jessicaville,Clínica Salud,Privado,2022-05-25,Hipertensión,2,5,94.1,1.66,19.0,131/80,70,15,36.1,B,-,Alimentos,0,No,7,2024-10-04,9,6,Frecuente,No,No,8,3,827,3370,880,5
422,49947946,Garcia,Williams,Austin,68,"4996 Sarah Landing Suite 074
Robertton, AZ 59520",+51 921631697,marywilliams@example.org,16489,Femenino,Soltero,Secundaria,"Therapist, music",1945-01-17,Solomon Islands,Virginia,East John,Hospital Central,Privado,2023-10-15,Diabetes,2,7,54.5,1.77,31.8,101/80,78,13,38.7,O,+,Ninguna,2,No,1,2024-05-25,8,0,Ninguno,No,No,5,4,801,2799,3882,2
423,95269232,Pena,Massey,Brandy,53,"1007 Johnny Run Suite 013
West Brendamouth, WA 83977",+51 947437115,csparks@example.net,42069,Femenino,Casado,Técnico,Primary school teacher,1954-05-25,United Kingdom,Washington,Barrerafurt,Hospital Central,Público,2022-08-03,Hipertensión,4,2,66.2,1.98,23.2,118/85,88,19,37.3,O,-,Alimentos,0,No,0,2024-01-03,0,6,Frecuente,Sí,Sí,9,7,1538,5385,4201,5
424,21902077,Cherry,Howard,Barbara,60,"5584 John Groves
Lake Stephanie, KS 85188",+51 970505620,zdowns@example.net,36746,Femenino,Soltero,Técnico,Lexicographer,1961-05-18,Iceland,Minnesota,Wallerhaven,Clínica Salud,Público,2024-09-14,Cardiopatía,3,9,82.4,1.55,26.2,131/64,92,15,37.5,A,+,Ninguna,2,Sí,4,2024-09-01,13,0,Ninguno,No,Sí,2,5,1645,7075,3435,3
425,27334272,Mcdonald,Williams,Daniel,63,"186 Lisa Prairie Suite 636
Port Lauraview, NC 58225",+51 942730796,devindelacruz@example.org,28333,Masculino,Divorciado,Técnico,Public librarian,2002-09-02,Cocos (Keeling) Islands,Idaho,Lake Kathleen,Hospital Central,Mixto,2024-07-09,Diabetes,4,8,85.6,1.77,25.5,90/72,91,17,38.2,AB,-,Alimentos,0,Sí,3,2024-09-28,6,6,Ocasional,No,No,2,3,1868,9552,4626,4
426,99752303,Kane,Bauer,Jennifer,49,"7953 Deanna Expressway Apt. 265
Johnsonview, IN 23665",+51 972372114,julie10@example.net,12144,Femenino,Divorciado,Técnico,Oceanographer,1976-12-04,Holy See (Vatican City State),South Dakota,South Justin,Hospital Central,Público,2022-05-24,Cardiopatía,2,3,58.2,1.68,31.6,102/80,66,12,37.5,O,-,Ninguna,2,No,3,2024-07-13,0,5,Frecuente,Sí,No,4,9,1021,5174,4396,1
427,70242674,Patterson,Perry,Krystal,27,"560 Morris Key Suite 177
Jaredfurt, VA 93684",+51 986483924,sharicantrell@example.org,34283,Masculino,Casado,Primaria,"Optician, dispensing",2001-03-25,Guatemala,West Virginia,Williamsmouth,Centro Médico Familiar,Privado,2021-11-01,Ninguno,4,4,86.7,1.92,22.7,109/70,69,17,38.1,B,-,Polen,3,No,1,2024-08-04,13,10,Ninguno,No,No,2,2,1056,2619,168,3
428,69937769,Ortiz,Ortiz,Marissa,30,"002 Huang Ways Suite 644
Mclaughlinbury, IL 62327",+51 991917334,davidgordon@example.com,24238,Femenino,Casado,Secundaria,"Surveyor, minerals",1990-10-27,Ireland,Nebraska,North Tracyville,Clínica Salud,Público,2022-08-01,Cardiopatía,2,5,54.6,1.81,29.8,126/62,83,20,36.0,B,+,Alimentos,2,Sí,8,2024-06-17,4,2,Ninguno,No,Sí,8,4,1852,5453,187,2
429,45453324,Singleton,Powell,Julie,36,"Unit 2210 Box 9606
DPO AP 29795",+51 999682738,christopher40@example.net,39057,Masculino,Soltero,Universitario,Quantity surveyor,1993-12-04,Congo,Ohio,Hughesland,Centro Médico Familiar,Mixto,2024-06-03,Diabetes,5,7,85.3,1.83,35.3,97/65,81,15,36.1,A,-,Alimentos,0,No,7,2024-02-09,8,7,Frecuente,No,Sí,7,2,681,9462,1614,5
430,57276959,Neal,Ellis,Teresa,31,"584 Garza Extensions
Dariusberg, CA 99764",+51 960867083,mcconnelljames@example.com,39143,Femenino,Casado,Primaria,Armed forces logistics/support/administrative officer,1953-02-15,Saudi Arabia,Oregon,Reedshire,Clínica Salud,Mixto,2022-08-02,Cardiopatía,3,1,81.7,1.64,35.0,105/76,68,13,38.3,AB,-,Medicamentos,0,Sí,5,2024-01-27,8,4,Ninguno,No,No,6,10,1826,6082,1809,4
431,74270247,Nelson,Perez,Danny,79,"39263 Donald Wells
Annastad, FM 69111",+51 955150390,nshaw@example.com,25473,Femenino,Viudo,Técnico,Analytical chemist,1972-06-17,Venezuela,Colorado,East Erichaven,Clínica Salud,Público,2022-12-05,Hipertensión,1,2,54.3,1.64,22.7,135/84,67,19,36.4,B,-,Alimentos,0,Sí,1,2024-03-19,14,0,Ninguno,Sí,Sí,4,1,1934,7614,317,1
432,97889698,Blackburn,Dillon,Jonathan,21,"10148 Brian Stravenue Apt. 211
North Jasonton, CO 52672",+51 913852048,heidicooper@example.com,33768,Masculino,Casado,Secundaria,Leisure centre manager,1975-05-16,Greenland,Utah,South Zoemouth,Hospital Central,Público,2021-03-10,Hipertensión,3,4,85.4,1.9,20.3,131/84,72,13,36.7,AB,-,Polen,1,No,0,2024-05-17,10,3,Ninguno,No,No,10,10,833,1332,340,4
433,61128786,Hughes,Stephens,David,55,"68797 Gomez Radial Apt. 002
Port Marissa, MS 12529",+51 976344695,hillemily@example.org,16511,Masculino,Viudo,Secundaria,"Teacher, adult education",1970-07-27,Guinea-Bissau,Tennessee,Simmonsfurt,Clínica Salud,Privado,2020-05-08,Diabetes,4,7,86.3,1.63,36.8,98/87,88,19,37.3,B,+,Polen,1,Sí,9,2024-10-24,3,3,Frecuente,No,No,8,3,1564,2031,4901,5
434,94881869,George,Lawrence,Alexander,65,"546 Perry Alley
Penafort, MI 39147",+51 953622663,katherinesmith@example.net,34073,Femenino,Viudo,Secundaria,Editorial assistant,2005-08-04,Colombia,Kansas,East Sonyatown,Centro Médico Familiar,Público,2020-09-23,Hipertensión,4,8,98.8,1.79,33.1,128/81,86,13,36.7,O,+,Medicamentos,3,Sí,7,2024-05-20,7,10,Frecuente,Sí,No,1,5,868,2755,974,5
435,96479261,Stephenson,Thompson,Amy,52,"Unit 5318 Box 1991
DPO AE 84227",+51 934406132,roblesdavid@example.org,45682,Femenino,Casado,Secundaria,Magazine journalist,2002-07-24,United Arab Emirates,Arkansas,Carlsonville,Clínica Salud,Mixto,2023-09-25,Ninguno,3,4,80.6,1.73,39.1,116/85,60,13,36.2,B,+,Ninguna,1,Sí,9,2024-02-12,7,4,Ocasional,No,No,6,9,631,4952,2840,4
436,72262168,Davenport,Grant,Laura,21,"51597 James Field Suite 609
East Elizabethville, SD 59900",+51 975437844,derekscott@example.net,33506,Femenino,Viudo,Técnico,Sports therapist,1968-07-02,Isle of Man,Delaware,Shanefort,Hospital Central,Mixto,2023-06-07,Ninguno,1,1,58.0,1.84,39.5,110/74,75,12,36.4,AB,+,Polen,1,No,2,2024-07-15,0,4,Frecuente,Sí,No,5,8,692,5633,3499,4
