Orden,DNI,Apellido_Paterno,Apellido_Materno,Nombres,Edad,Direccion,Celular,Correo,Ingreso_Anual,Genero,Estado_Civil,Nivel_Educativo,Ocupacion,Fecha_Nacimiento,Nacionalidad,Provincia,Distrito,Centro_Medico,Tipo_Seguro,Fecha_Registro,Historial_Medico,Medicamentos_Recetados,Citas_Anuales,Peso,Altura,IMC,Presion_Arterial,Frecuencia_Cardiaca,Frecuencia_Respiratoria,Temperatura,Grupo_Sanguineo,Factor_RH,Alergias,Cirugias,Vacunas_Al_Dia,Pruebas_Laboratorio,Ultima_Visita,Dias_Hospitalizacion,Horas_Ejercicio_Semanal,Consumo_Alcohol,Tabaquismo,Dieta_Saludable,Nivel_Estres,Nivel_Satisfaccion,Costo_Citas_Anuales,Costo_Tratamiento,Costo_Medicamentos,Satisfaccion_Servicio
176,17351942,Watson,Dixon,Timothy,73,"Unit 7248 Box 1096
DPO AE 72544",+51 919121552,joshuabranch@example.com,38977,Femenino,Divorciado,Técnico,Government social research officer,1971-10-22,Mongolia,Louisiana,Davisport,Centro Médico Familiar,Privado,2024-07-06,Cardiopatía,1,9,70.4,1.7,29.3,103/75,93,20,37.9,O,-,Medicamentos,0,Sí,4,2024-05-30,11,9,Ninguno,Sí,Sí,9,2,1494,2818,3724,1
177,11589733,Knight,Parker,Jason,25,"Unit 9939 Box 3928
DPO AA 33212",+51 941568532,cassandrarobinson@example.org,24005,Femenino,Casado,Primaria,Logistics and distribution manager,1976-01-03,Egypt,Wyoming,East Stephanie,Hospital Central,Privado,2024-10-12,Cardiopatía,4,10,88.4,1.78,25.9,94/64,62,12,38.5,O,+,Alimentos,2,No,7,2024-05-26,14,3,Ninguno,No,Sí,2,1,1454,7274,2464,5
178,11016330,Becker,Gonzalez,Joseph,27,"629 Audrey Fields Suite 936
West James, CO 99468",+51 964193837,oconnellwilliam@example.org,43500,Masculino,Casado,Universitario,Secretary/administrator,1948-04-14,Barbados,Mississippi,Michaelburgh,Clínica Salud,Privado,2022-12-12,Diabetes,4,8,88.3,2.0,19.0,127/67,85,15,36.8,B,+,Alimentos,1,No,5,2024-09-15,6,1,Ninguno,Sí,No,9,2,970,6989,1441,1
179,21650187,Patel,Cooke,Michelle,58,"1373 Sheri Wall
Melissaside, CT 11628",+51 926090908,carolyn44@example.org,41010,Femenino,Soltero,Técnico,Neurosurgeon,1987-11-22,Finland,Texas,South Elizabeth,Clínica Salud,Mixto,2020-05-10,Cardiopatía,1,1,98.9,1.61,20.7,123/81,64,18,38.7,AB,-,Ninguna,1,No,9,2024-05-12,0,5,Frecuente,Sí,Sí,10,2,1792,8624,3572,5
180,15409553,Hoffman,Hayes,Kimberly,28,"USCGC Klein
FPO AA 69025",+51 986460539,brittanyhall@example.org,21120,Femenino,Viudo,Secundaria,Chartered public finance accountant,2000-09-03,Chad,Montana,Tylerport,Clínica Salud,Público,2023-07-28,Ninguno,1,3,82.3,1.84,27.4,118/60,89,17,38.7,B,-,Medicamentos,1,Sí,8,2024-02-28,12,7,Ocasional,Sí,Sí,2,10,523,1669,3493,2
181,89289463,Lee,Nash,Evelyn,68,"PSC 5199, Box 3892
APO AP 08006",+51 943046464,hwilson@example.net,15557,Femenino,Divorciado,Primaria,Furniture designer,1958-04-09,Morocco,Alaska,Jenniferbury,Clínica Salud,Público,2023-04-01,Ninguno,5,9,71.0,1.92,39.2,90/82,78,14,36.2,A,+,Polen,1,No,7,2024-03-15,11,2,Ocasional,No,No,4,5,232,6989,1243,2
182,26561033,Barr,Miller,Mary,61,"148 Frank Flat
Phillipmouth, DE 26958",+51 987701200,joshuacontreras@example.org,28598,Masculino,Viudo,Universitario,Printmaker,2006-07-01,Vanuatu,Kentucky,Johnsontown,Hospital Central,Mixto,2023-10-18,Ninguno,4,4,99.6,1.83,21.0,111/86,79,14,37.2,O,+,Medicamentos,2,Sí,6,2024-04-04,4,7,Ocasional,No,Sí,8,8,1197,7003,4910,3
183,98594373,Park,Nolan,Juan,45,"231 Kevin Courts
Roseburgh, PA 78000",+51 989795010,nvincent@example.net,43780,Masculino,Viudo,Primaria,Ophthalmologist,1969-05-13,United Kingdom,Nebraska,Millermouth,Clínica Salud,Mixto,2020-09-25,Ninguno,5,9,69.1,1.93,38.7,97/87,80,15,37.2,AB,-,Ninguna,0,No,2,2024-06-20,8,9,Ocasional,Sí,No,2,1,365,3871,4998,2
184,44870720,Tucker,Lin,Megan,56,"723 Amy Turnpike Suite 316
Lake Jasmine, AK 53973",+51 915334035,seanshah@example.net,31966,Femenino,Soltero,Secundaria,Communications engineer,1980-09-11,New Zealand,Florida,Jenniferbury,Clínica Salud,Mixto,2020-01-08,Cardiopatía,4,6,93.5,1.88,21.5,117/82,65,17,37.0,B,-,Ninguna,1,Sí,2,2024-06-16,1,1,Frecuente,Sí,No,9,8,213,2097,805,5
185,17508664,Williams,Cross,Lauren,22,"42243 Evans Plains Apt. 951
South Michelle, MA 67176",+51 993131979,sonyawilliams@example.com,16120,Masculino,Viudo,Primaria,Community development worker,1975-05-30,Congo,Wisconsin,South Rachelville,Centro Médico Familiar,Privado,2023-01-08,Hipertensión,2,8,95.3,1.55,25.2,98/75,95,17,36.8,AB,-,Polen,3,No,0,2024-06-07,15,9,Ninguno,Sí,No,10,3,214,4354,1276,1
186,83926889,Patterson,Russell,Brandi,42,"85488 Jennifer Flats Apt. 018
New Joshuaside, AL 80484",+51 921003626,cuevasbenjamin@example.com,25392,Femenino,Viudo,Primaria,"Conservator, museum/gallery",1977-01-07,Denmark,Alaska,Abigailchester,Clínica Salud,Público,2022-01-18,Ninguno,4,9,68.8,1.69,28.3,94/67,89,12,37.4,A,+,Ninguna,2,No,2,2024-11-16,14,10,Ninguno,No,No,5,1,567,3267,1802,1
187,16154556,Ferguson,Bailey,Shannon,42,"348 Tina Haven
New Natalieville, GU 04629",+51 966267415,kimsharon@example.net,30343,Masculino,Divorciado,Técnico,Plant breeder/geneticist,1997-02-23,Albania,Louisiana,Brettberg,Centro Médico Familiar,Público,2020-04-11,Ninguno,0,7,84.1,1.78,22.9,114/62,60,17,38.6,A,-,Ninguna,0,Sí,3,2024-01-01,9,4,Ocasional,Sí,Sí,10,1,382,6487,2584,2
188,57669158,Valentine,Hubbard,Todd,56,"98496 Brittany Views Apt. 239
Lake Patricia, AR 49490",+51 998231132,justinjackson@example.org,24722,Femenino,Casado,Secundaria,"Geologist, wellsite",1994-08-26,Bouvet Island (Bouvetoya),Nebraska,Harrisville,Centro Médico Familiar,Público,2022-10-11,Cardiopatía,0,6,83.1,1.53,28.9,136/85,83,14,38.4,O,-,Polen,3,Sí,10,2024-05-25,15,0,Frecuente,Sí,Sí,1,7,1647,4909,3988,5
189,43015295,Dominguez,Mclaughlin,Renee,47,"6208 Julian Village Suite 333
Lake Courtneyberg, LA 85537",+51 988339168,ghenderson@example.net,23050,Femenino,Divorciado,Secundaria,"Programmer, multimedia",1952-05-26,Argentina,North Dakota,New Tammy,Hospital Central,Público,2020-07-30,Cardiopatía,0,3,77.0,1.5,28.7,96/63,72,15,37.9,AB,-,Polen,3,No,4,2024-01-29,6,9,Ocasional,No,Sí,6,5,1534,9841,4403,4
190,20862420,Moore,Johnson,Kevin,51,"49892 Garcia Pine Apt. 254
Kevinborough, GU 18521",+51 985863473,wodonnell@example.com,19656,Femenino,Divorciado,Secundaria,Museum/gallery conservator,1946-07-14,Brunei Darussalam,Kentucky,Joshuaberg,Hospital Central,Público,2021-05-18,Diabetes,0,8,82.7,1.59,27.9,110/71,78,19,37.6,B,+,Alimentos,3,No,1,2024-05-14,5,6,Ocasional,Sí,No,9,3,1415,2860,2847,3
191,47028634,Weaver,Garcia,Michael,34,"611 Michelle Pike
South Barry, WV 89109",+51 980166708,westkatherine@example.com,11600,Femenino,Viudo,Primaria,"Scientist, research (physical sciences)",1958-09-27,Mayotte,Nevada,Devinburgh,Hospital Central,Público,2020-06-08,Ninguno,5,9,67.4,1.75,33.5,109/64,96,20,37.3,B,-,Ninguna,1,No,3,2024-03-31,11,1,Frecuente,No,No,1,6,781,8839,641,5
192,68287505,Contreras,Mckee,Cody,80,"3147 Donna Avenue
Nguyenville, AL 57265",+51 952462441,cjohnson@example.net,13028,Femenino,Viudo,Secundaria,"Scientist, physiological",1965-08-26,Lithuania,North Dakota,Boydshire,Hospital Central,Mixto,2022-01-18,Diabetes,4,6,58.9,1.72,25.4,114/84,79,16,37.2,B,+,Polen,1,Sí,2,2024-04-18,10,0,Ocasional,No,No,8,7,1052,4437,4938,2
193,55100291,Carroll,Sanchez,Christopher,53,"24998 Price Ports
Port Wendy, VT 27752",+51 944999379,evan67@example.org,26046,Femenino,Divorciado,Secundaria,Hospital pharmacist,1972-05-17,Haiti,Mississippi,West Cynthiaview,Centro Médico Familiar,Mixto,2024-09-30,Ninguno,2,9,76.9,1.89,25.0,138/87,99,14,36.4,O,+,Alimentos,3,No,6,2024-11-21,14,5,Ninguno,Sí,Sí,8,10,1620,4693,3178,4
194,86449504,Lewis,Gomez,Colton,73,"Unit 9421 Box 2371
DPO AE 06570",+51 937415205,yochoa@example.com,41138,Femenino,Divorciado,Secundaria,Dance movement psychotherapist,1975-02-24,Christmas Island,Tennessee,Ryanhaven,Hospital Central,Privado,2021-09-01,Hipertensión,5,6,76.4,1.78,35.9,98/80,75,19,37.8,A,-,Ninguna,0,Sí,1,2024-09-09,8,5,Frecuente,Sí,No,9,1,1853,6250,824,1
195,74647325,Oliver,Murillo,Amy,78,"57307 King Crossing
Flynnchester, SC 26834",+51 999889098,riddlecarmen@example.org,14772,Femenino,Viudo,Técnico,"Journalist, newspaper",1997-05-02,Isle of Man,Nebraska,East Johnfurt,Centro Médico Familiar,Mixto,2024-01-05,Cardiopatía,1,5,86.4,1.93,21.0,133/64,89,12,38.3,B,-,Polen,1,Sí,1,2024-05-30,5,6,Ocasional,No,No,8,9,1822,6778,154,2
196,36827167,Dickerson,Martinez,Larry,18,"USNS Shannon
FPO AP 41974",+51 952169044,victoriahernandez@example.org,39846,Femenino,Casado,Secundaria,Mining engineer,1960-02-16,Botswana,Texas,Harperberg,Hospital Central,Mixto,2020-11-17,Cardiopatía,4,10,61.1,1.55,36.8,94/76,83,13,38.8,O,+,Ninguna,0,No,1,2024-03-02,2,6,Ninguno,No,No,10,8,1782,5380,3454,3
197,67393893,Collins,Buchanan,Angela,61,"0445 Diaz Mountain Suite 582
East Mario, UT 54232",+51 942035886,william33@example.com,37160,Femenino,Casado,Primaria,Pathologist,1953-07-03,Nepal,Colorado,Vincentmouth,Clínica Salud,Público,2022-01-06,Diabetes,3,8,50.2,1.76,32.4,126/60,97,12,38.8,O,+,Alimentos,1,Sí,7,2024-06-24,4,1,Frecuente,No,No,6,8,1174,9250,2339,4
198,76432296,Carney,Holmes,Diana,64,"34732 Scott Motorway Apt. 236
West Adam, NH 62024",+51 945650176,sharris@example.com,47727,Femenino,Divorciado,Técnico,"Surveyor, planning and development",1985-05-03,Netherlands,Texas,Angelaport,Clínica Salud,Privado,2020-05-08,Diabetes,4,4,51.1,1.52,33.1,129/80,91,15,37.7,O,+,Medicamentos,1,Sí,8,2024-04-25,14,3,Ocasional,No,Sí,7,7,1617,7929,3495,4
199,24865118,Holt,Petty,Samantha,25,"04441 Holmes Key
Juliatown, MA 64788",+51 963121477,gabrielamolina@example.com,22742,Masculino,Casado,Secundaria,Land/geomatics surveyor,1959-09-18,Congo,Kansas,Lake Barbara,Centro Médico Familiar,Público,2023-12-21,Cardiopatía,5,4,64.9,1.61,22.0,100/74,72,15,36.3,O,-,Ninguna,1,Sí,0,2024-05-19,9,10,Ocasional,Sí,Sí,6,7,459,5540,1532,2
200,33245846,Davis,Cooper,Jason,61,"283 Farrell Burgs
Port Jaime, AL 41183",+51 927566185,bryantmichael@example.org,35164,Masculino,Divorciado,Secundaria,Museum/gallery conservator,1956-02-20,Djibouti,Hawaii,West Amanda,Clínica Salud,Privado,2020-01-29,Cardiopatía,0,5,83.7,1.93,39.7,112/83,94,12,36.9,O,+,Ninguna,0,No,0,2024-08-18,8,9,Ninguno,No,No,5,2,622,1892,4653,5
